user,team,week,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,WO Q,QS Q,hardsh!t,ao_list
Dear Abby,Dancer,1,15,21,5,5,,3,5,5,3,,,,"black-rock, el-coyote, the-olympiad, the-ridge, the-silo"
Dear Abby,Dancer,2,,,,,,,,,,,,,
Dear Abby,Dancer,3,,,,,,,,,,,,,
Dear Abby,Dancer,4,,,,,,,,,,,,,
Dear Abby,Dancer,5,,,,,,,,,,,,,
Dear Abby,Dancer,6,,,,,,,,,,,,,
Foghorn,Dancer,0,3,6,,,,3,,5,,,,,the-colosseum
Foghorn,Dancer,1,9,15,,,,,5,5,3,,,,"el-coyote, the-olympiad, the-ridge, the-silo"
Foghorn,Dancer,2,,,,,,,,,,,,,
Foghorn,Dancer,3,,,,,,,,,,,,,
Foghorn,Dancer,4,,,,,,,,,,,,,
Foghorn,Dancer,5,,,,,,,,,,,,,
Foghorn,Dancer,6,,,,,,,,,,,,,
Hodl,Dancer,0,3,6,,,,3,,5,,,,,the-colosseum
Hodl,Dancer,1,15,24,5,6,,3,5,5,3,,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
Hodl,Dancer,2,,,,,,,,,,,,,
Hodl,Dancer,3,,,,,,,,,,,,,
Hodl,Dancer,4,,,,,,,,,,,,,
Hodl,Dancer,5,,,,,,,,,,,,,
Hodl,Dancer,6,,,,,,,,,,,,,
Martha Stewart,Dancer,0,,,,,,,,,,,,,
Martha Stewart,Dancer,1,2,6,,,,,,,,,,,"the-ridge, the-silo"
Martha Stewart,Dancer,2,,,,,,,,,,,,,
Martha Stewart,Dancer,3,,,,,,,,,,,,,
Martha Stewart,Dancer,4,,,,,,,,,,,,,
Martha Stewart,Dancer,5,,,,,,,,,,,,,
Martha Stewart,Dancer,6,,,,,,,,,,,,,
Ozark,Dancer,0,,,,,,,,,,,,,
Ozark,Dancer,1,,,,,,,,,,,,,
Ozark,Dancer,2,,,,,,,,,,,,,
Ozark,Dancer,3,,,,,,,,,,,,,
Ozark,Dancer,4,,,,,,,,,,,,,
Ozark,Dancer,5,,,,,,,,,,,,,
Ozark,Dancer,6,,,,,,,,,,,,,
Party in a bottle,Dancer,0,3,6,,,,,,5,,,,,the-colosseum
Party in a bottle,Dancer,1,,12,,,,3,5,5,3,1,,,"the-colosseum, the-olympiad, the-silo"
Party in a bottle,Dancer,2,,,,,,,,,,,,,
Party in a bottle,Dancer,3,,,,,,,,,,,,,
Party in a bottle,Dancer,4,,,,,,,,,,,,,
Party in a bottle,Dancer,5,,,,,,,,,,,,,
Party in a bottle,Dancer,6,,,,,,,,,,,,,
Phoenix,Dancer,0,,3,,,,3,,5,,,,,the-colosseum
Phoenix,Dancer,1,,21,5,5,,,5,,3,,,,"black-rock, el-coyote, the-colosseum, the-olympiad, the-silo"
Phoenix,Dancer,2,,,,,,,,,,,,,
Phoenix,Dancer,3,,,,,,,,,,,,,
Phoenix,Dancer,4,,,,,,,,,,,,,
Phoenix,Dancer,5,,,,,,,,,,,,,
Phoenix,Dancer,6,,,,,,,,,,,,,
Pop-Tart,Dancer,0,,6,,,,3,,5,,,,,the-colosseum
Pop-Tart,Dancer,1,10,18,5,4,,3,5,5,3,,,,"black-rock, el-coyote, the-olympiad, the-ridge, the-silo"
Pop-Tart,Dancer,2,,,,,,,,,,,,,
Pop-Tart,Dancer,3,,,,,,,,,,,,,
Pop-Tart,Dancer,4,,,,,,,,,,,,,
Pop-Tart,Dancer,5,,,,,,,,,,,,,
Pop-Tart,Dancer,6,,,,,,,,,,,,,
Ricochet,Dancer,0,3,6,,,,,,5,,,,,the-colosseum
Ricochet,Dancer,1,15,18,5,4,,3,,,3,,,,"el-coyote, the-colosseum, the-olympiad, the-ridge, the-silo"
Ricochet,Dancer,2,,,,,,,,,,,,,
Ricochet,Dancer,3,,,,,,,,,,,,,
Ricochet,Dancer,4,,,,,,,,,,,,,
Ricochet,Dancer,5,,,,,,,,,,,,,
Ricochet,Dancer,6,,,,,,,,,,,,,
Safety Meeting,Dancer,0,,,,,,,,,,,,,
Safety Meeting,Dancer,1,,,,,,,,,,,,,
Safety Meeting,Dancer,2,,,,,,,,,,,,,
Safety Meeting,Dancer,3,,,,,,,,,,,,,
Safety Meeting,Dancer,4,,,,,,,,,,,,,
Safety Meeting,Dancer,5,,,,,,,,,,,,,
Safety Meeting,Dancer,6,,,,,,,,,,,,,
Sparky,Dancer,0,3,6,,,5,3,,5,,,,,the-colosseum
Sparky,Dancer,1,12,12,,,,3,5,5,3,,,,"el-coyote, the-olympiad"
Sparky,Dancer,2,,,,,,,,,,,,,
Sparky,Dancer,3,,,,,,,,,,,,,
Sparky,Dancer,4,,,,,,,,,,,,,
Sparky,Dancer,5,,,,,,,,,,,,,
Sparky,Dancer,6,,,,,,,,,,,,,
Thesaurus,Dancer,0,,3,,,,3,,5,,,,,the-colosseum
Thesaurus,Dancer,1,,,,,,,,,,,,,
Thesaurus,Dancer,2,,,,,,,,,,,,,
Thesaurus,Dancer,3,,,,,,,,,,,,,
Thesaurus,Dancer,4,,,,,,,,,,,,,
Thesaurus,Dancer,5,,,,,,,,,,,,,
Thesaurus,Dancer,6,,,,,,,,,,,,,
TruGreen,Dancer,0,,6,,,,3,,5,,,,,the-colosseum
TruGreen,Dancer,1,,15,,,,,5,,3,,1,,"the-colosseum, the-olympiad, the-ridge, the-silo"
TruGreen,Dancer,2,,,,,,,,,,,,,
TruGreen,Dancer,3,,,,,,,,,,,,,
TruGreen,Dancer,4,,,,,,,,,,,,,
TruGreen,Dancer,5,,,,,,,,,,,,,
TruGreen,Dancer,6,,,,,,,,,,,,,
BABYMOMMA,Dasher,0,,,,,,,,,,,,,
BABYMOMMA,Dasher,1,,,,,,,,,3,,,,
BABYMOMMA,Dasher,2,,,,,,,,,,,,,
BABYMOMMA,Dasher,3,,,,,,,,,,,,,
BABYMOMMA,Dasher,4,,,,,,,,,,,,,
BABYMOMMA,Dasher,5,,,,,,,,,,,,,
BABYMOMMA,Dasher,6,,,,,,,,,,,,,
BORG,Dasher,0,,,,,,,,,,,,,
BORG,Dasher,1,3,6,,,,,,,,,,,"the-colosseum, the-silo"
BORG,Dasher,2,,,,,,,,,,,,,
BORG,Dasher,3,,,,,,,,,,,,,
BORG,Dasher,4,,,,,,,,,,,,,
BORG,Dasher,5,,,,,,,,,,,,,
BORG,Dasher,6,,,,,,,,,,,,,
Dog House,Dasher,0,,7,,,,3,,5,,,,,the-colosseum
Dog House,Dasher,1,15,30,,8,,3,5,,3,,,,"da-grizz, el-coyote, the-colosseum, the-olympiad"
Dog House,Dasher,2,,,,,,,,,,,,,
Dog House,Dasher,3,,,,,,,,,,,,,
Dog House,Dasher,4,,,,,,,,,,,,,
Dog House,Dasher,5,,,,,,,,,,,,,
Dog House,Dasher,6,,,,,,,,,,,,,
Doozie,Dasher,0,3,6,,,,3,,5,,,,,the-colosseum
Doozie,Dasher,1,14,25,5,6,,3,5,5,3,1,,,"black-diamond, black-rock, el-coyote, the-colosseum, the-grove, the-silo"
Doozie,Dasher,2,,,,,,,,,,,,,
Doozie,Dasher,3,,,,,,,,,,,,,
Doozie,Dasher,4,,,,,,,,,,,,,
Doozie,Dasher,5,,,,,,,,,,,,,
Doozie,Dasher,6,,,,,,,,,,,,,
Drive By,Dasher,0,,,,,,3,,,,,,,
Drive By,Dasher,1,,3,,,,,5,,3,,,,el-coyote
Drive By,Dasher,2,,,,,,,,,,,,,
Drive By,Dasher,3,,,,,,,,,,,,,
Drive By,Dasher,4,,,,,,,,,,,,,
Drive By,Dasher,5,,,,,,,,,,,,,
Drive By,Dasher,6,,,,,,,,,,,,,
Grinch,Dasher,0,,,,,,,,,,,,,
Grinch,Dasher,1,,,,,,,,,3,,,,
Grinch,Dasher,2,,,,,,,,,,,,,
Grinch,Dasher,3,,,,,,,,,,,,,
Grinch,Dasher,4,,,,,,,,,,,,,
Grinch,Dasher,5,,,,,,,,,,,,,
Grinch,Dasher,6,,,,,,,,,,,,,
Jellystone,Dasher,0,3,6,,,,3,,5,,,,,the-colosseum
Jellystone,Dasher,1,9,12,,,,3,,5,3,,,,"black-rock, el-coyote, the-colosseum, the-silo"
Jellystone,Dasher,2,,,,,,,,,,,,,
Jellystone,Dasher,3,,,,,,,,,,,,,
Jellystone,Dasher,4,,,,,,,,,,,,,
Jellystone,Dasher,5,,,,,,,,,,,,,
Jellystone,Dasher,6,,,,,,,,,,,,,
LaRussa,Dasher,0,,3,,,,,,5,,,,,the-colosseum
LaRussa,Dasher,1,3,3,,,,3,,,3,,,,el-coyote
LaRussa,Dasher,2,,,,,,,,,,,,,
LaRussa,Dasher,3,,,,,,,,,,,,,
LaRussa,Dasher,4,,,,,,,,,,,,,
LaRussa,Dasher,5,,,,,,,,,,,,,
LaRussa,Dasher,6,,,,,,,,,,,,,
Norm,Dasher,0,3,6,,,,3,,5,,,,10,the-colosseum
Norm,Dasher,1,12,6,,,,,,,3,,,,
Norm,Dasher,2,,,,,,,,,,,,,
Norm,Dasher,3,,,,,,,,,,,,,
Norm,Dasher,4,,,,,,,,,,,,,
Norm,Dasher,5,,,,,,,,,,,,,
Norm,Dasher,6,,,,,,,,,,,,,
Old Maid,Dasher,0,,6,,,,3,,5,,,,,the-colosseum
Old Maid,Dasher,1,6,15,,,5,,,5,3,1,,,"the-colosseum, the-grove, the-olympiad, the-silo"
Old Maid,Dasher,2,,,,,,,,,,,,,
Old Maid,Dasher,3,,,,,,,,,,,,,
Old Maid,Dasher,4,,,,,,,,,,,,,
Old Maid,Dasher,5,,,,,,,,,,,,,
Old Maid,Dasher,6,,,,,,,,,,,,,
Olive Oyl,Dasher,0,,6,,,,,,,,,,,the-colosseum
Olive Oyl,Dasher,1,,9,,,,3,5,5,3,,,,"black-rock, the-colosseum, the-silo"
Olive Oyl,Dasher,2,,,,,,,,,,,,,
Olive Oyl,Dasher,3,,,,,,,,,,,,,
Olive Oyl,Dasher,4,,,,,,,,,,,,,
Olive Oyl,Dasher,5,,,,,,,,,,,,,
Olive Oyl,Dasher,6,,,,,,,,,,,,,
Rooney,Dasher,0,,,,,,,,,,,,,
Rooney,Dasher,1,9,15,,,,3,,,3,,,,"black-rock, the-colosseum, the-olympiad"
Rooney,Dasher,2,,,,,,,,,,,,,
Rooney,Dasher,3,,,,,,,,,,,,,
Rooney,Dasher,4,,,,,,,,,,,,,
Rooney,Dasher,5,,,,,,,,,,,,,
Rooney,Dasher,6,,,,,,,,,,,,,
Scat,Dasher,0,,,,,,,,,,,,,
Scat,Dasher,1,,6,,,,3,,,3,,,,"el-coyote, the-colosseum"
Scat,Dasher,2,,,,,,,,,,,,,
Scat,Dasher,3,,,,,,,,,,,,,
Scat,Dasher,4,,,,,,,,,,,,,
Scat,Dasher,5,,,,,,,,,,,,,
Scat,Dasher,6,,,,,,,,,,,,,
Scratch and Dent,Dasher,0,3,6,,,,3,,5,,,,10,the-colosseum
Scratch and Dent,Dasher,1,14,21,5,5,5,3,5,5,3,,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
Scratch and Dent,Dasher,2,,,,,,,,,,,,,
Scratch and Dent,Dasher,3,,,,,,,,,,,,,
Scratch and Dent,Dasher,4,,,,,,,,,,,,,
Scratch and Dent,Dasher,5,,,,,,,,,,,,,
Scratch and Dent,Dasher,6,,,,,,,,,,,,,
Trifecta,Dasher,0,3,3,,,,,,5,,,,,the-colosseum
Trifecta,Dasher,1,3,6,,,,,,,3,,,,"el-coyote, the-colosseum"
Trifecta,Dasher,2,,,,,,,,,,,,,
Trifecta,Dasher,3,,,,,,,,,,,,,
Trifecta,Dasher,4,,,,,,,,,,,,,
Trifecta,Dasher,5,,,,,,,,,,,,,
Trifecta,Dasher,6,,,,,,,,,,,,,
Trojan,Dasher,0,,,,,,,,,,,,,
Trojan,Dasher,1,,6,,,,,5,,,,,,"el-coyote, the-olympiad"
Trojan,Dasher,2,,,,,,,,,,,,,
Trojan,Dasher,3,,,,,,,,,,,,,
Trojan,Dasher,4,,,,,,,,,,,,,
Trojan,Dasher,5,,,,,,,,,,,,,
Trojan,Dasher,6,,,,,,,,,,,,,
UPS,Dasher,0,,6,,,,,,5,,,,,the-colosseum
UPS,Dasher,1,9,12,,,,3,5,,3,,,,"el-coyote, the-grove, the-silo"
UPS,Dasher,2,,,,,,,,,,,,,
UPS,Dasher,3,,,,,,,,,,,,,
UPS,Dasher,4,,,,,,,,,,,,,
UPS,Dasher,5,,,,,,,,,,,,,
UPS,Dasher,6,,,,,,,,,,,,,
Zimmer,Dasher,0,3,6,,,,3,,5,,,,10,the-colosseum
Zimmer,Dasher,1,11,21,5,5,,3,5,,3,,,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
Zimmer,Dasher,2,,,,,,,,,,,,,
Zimmer,Dasher,3,,,,,,,,,,,,,
Zimmer,Dasher,4,,,,,,,,,,,,,
Zimmer,Dasher,5,,,,,,,,,,,,,
Zimmer,Dasher,6,,,,,,,,,,,,,
Bedpan,Donner,0,,3,,,,3,,5,,,,,the-colosseum
Bedpan,Donner,1,7,12,,,,3,5,5,3,,,,"dmz, the-grove, the-olympiad, the-ridge"
Bedpan,Donner,2,,,,,,,,,,,,,
Bedpan,Donner,3,,,,,,,,,,,,,
Bedpan,Donner,4,,,,,,,,,,,,,
Bedpan,Donner,5,,,,,,,,,,,,,
Bedpan,Donner,6,,,,,,,,,,,,,
Celler Dweller,Donner,0,,3,,,,3,,5,,,,,the-colosseum
Celler Dweller,Donner,1,2,15,,,,3,,5,3,,,,"the-colosseum, the-grove, the-ridge, the-silo"
Celler Dweller,Donner,2,,,,,,,,,,,,,
Celler Dweller,Donner,3,,,,,,,,,,,,,
Celler Dweller,Donner,4,,,,,,,,,,,,,
Celler Dweller,Donner,5,,,,,,,,,,,,,
Celler Dweller,Donner,6,,,,,,,,,,,,,
Chum Bucket,Donner,0,,6,,,5,3,,5,,,,,the-colosseum
Chum Bucket,Donner,1,8,15,,,,3,5,5,3,,,10,"el-coyote, the-grove, the-ridge, the-silo"
Chum Bucket,Donner,2,,,,,,,,,,,,,
Chum Bucket,Donner,3,,,,,,,,,,,,,
Chum Bucket,Donner,4,,,,,,,,,,,,,
Chum Bucket,Donner,5,,,,,,,,,,,,,
Chum Bucket,Donner,6,,,,,,,,,,,,,
Corner Kick,Donner,0,,6,,,,3,,5,,,,,the-colosseum
Corner Kick,Donner,1,4,9,,,,,,,3,,,,"the-colosseum, the-grove"
Corner Kick,Donner,2,,,,,,,,,,,,,
Corner Kick,Donner,3,,,,,,,,,,,,,
Corner Kick,Donner,4,,,,,,,,,,,,,
Corner Kick,Donner,5,,,,,,,,,,,,,
Corner Kick,Donner,6,,,,,,,,,,,,,
HGTV,Donner,0,,,,,,,,,,,,,
HGTV,Donner,1,,,,,,,,,3,,,,
HGTV,Donner,2,,,,,,,,,,,,,
HGTV,Donner,3,,,,,,,,,,,,,
HGTV,Donner,4,,,,,,,,,,,,,
HGTV,Donner,5,,,,,,,,,,,,,
HGTV,Donner,6,,,,,,,,,,,,,
Hanger,Donner,0,,3,,,,,,5,,,,,the-colosseum
Hanger,Donner,1,12,15,5,,,3,,5,3,,,,"da-grizz, the-colosseum, the-grove, the-olympiad, the-ridge"
Hanger,Donner,2,,,,,,,,,,,,,
Hanger,Donner,3,,,,,,,,,,,,,
Hanger,Donner,4,,,,,,,,,,,,,
Hanger,Donner,5,,,,,,,,,,,,,
Hanger,Donner,6,,,,,,,,,,,,,
John Denver,Donner,0,,3,,,,,,5,,,,,the-colosseum
John Denver,Donner,1,3,3,,,,,,,,,,10,the-grove
John Denver,Donner,2,,,,,,,,,,,,,
John Denver,Donner,3,,,,,,,,,,,,,
John Denver,Donner,4,,,,,,,,,,,,,
John Denver,Donner,5,,,,,,,,,,,,,
John Denver,Donner,6,,,,,,,,,,,,,
Juanita,Donner,0,,6,,,,3,,5,,,,,the-colosseum
Juanita,Donner,1,12,12,,,,3,,,3,,,10,"the-grove, the-ridge, the-silo"
Juanita,Donner,2,,,,,,,,,,,,,
Juanita,Donner,3,,,,,,,,,,,,,
Juanita,Donner,4,,,,,,,,,,,,,
Juanita,Donner,5,,,,,,,,,,,,,
Juanita,Donner,6,,,,,,,,,,,,,
Large Marge,Donner,0,,,,,,,,,,,,,
Large Marge,Donner,1,,,,,,,,,,,,,
Large Marge,Donner,2,,,,,,,,,,,,,
Large Marge,Donner,3,,,,,,,,,,,,,
Large Marge,Donner,4,,,,,,,,,,,,,
Large Marge,Donner,5,,,,,,,,,,,,,
Large Marge,Donner,6,,,,,,,,,,,,,
Moist,Donner,0,3,6,,,,,,5,,,,,the-colosseum
Moist,Donner,1,12,15,,,,,,,3,,,,"black-rock, the-grove, the-olympiad, the-ridge"
Moist,Donner,2,,,,,,,,,,,,,
Moist,Donner,3,,,,,,,,,,,,,
Moist,Donner,4,,,,,,,,,,,,,
Moist,Donner,5,,,,,,,,,,,,,
Moist,Donner,6,,,,,,,,,,,,,
Mr. Belding,Donner,0,3,3,,,,,,5,,,,,the-colosseum
Mr. Belding,Donner,1,9,12,,,,,,,3,,,,"the-colosseum, the-grove, the-olympiad, the-silo"
Mr. Belding,Donner,2,,,,,,,,,,,,,
Mr. Belding,Donner,3,,,,,,,,,,,,,
Mr. Belding,Donner,4,,,,,,,,,,,,,
Mr. Belding,Donner,5,,,,,,,,,,,,,
Mr. Belding,Donner,6,,,,,,,,,,,,,
Mr. Kotter,Donner,0,,6,,,,,,5,,1,,,the-colosseum
Mr. Kotter,Donner,1,15,18,,4,,,,,3,1,,,"el-coyote, the-grove, the-olympiad, the-ridge"
Mr. Kotter,Donner,2,,,,,,,,,,,,,
Mr. Kotter,Donner,3,,,,,,,,,,,,,
Mr. Kotter,Donner,4,,,,,,,,,,,,,
Mr. Kotter,Donner,5,,,,,,,,,,,,,
Mr. Kotter,Donner,6,,,,,,,,,,,,,
Peashooter,Donner,0,,,,,,,,,,,,,
Peashooter,Donner,1,9,12,,,,,,5,3,,,,"the-colosseum, the-grove, the-ridge"
Peashooter,Donner,2,,,,,,,,,,,,,
Peashooter,Donner,3,,,,,,,,,,,,,
Peashooter,Donner,4,,,,,,,,,,,,,
Peashooter,Donner,5,,,,,,,,,,,,,
Peashooter,Donner,6,,,,,,,,,,,,,
Pit Boss,Donner,0,,3,,,,,,,,,,,the-colosseum
Pit Boss,Donner,1,2,3,,,,,,,,,,,the-grove
Pit Boss,Donner,2,,,,,,,,,,,,,
Pit Boss,Donner,3,,,,,,,,,,,,,
Pit Boss,Donner,4,,,,,,,,,,,,,
Pit Boss,Donner,5,,,,,,,,,,,,,
Pit Boss,Donner,6,,,,,,,,,,,,,
Storm Chaser,Donner,0,,7,,,,,,5,,,,,the-colosseum
Storm Chaser,Donner,1,12,21,,5,,3,5,,3,,,,"black-rock, da-grizz, ravens-nest, the-olympiad"
Storm Chaser,Donner,2,,,,,,,,,,,,,
Storm Chaser,Donner,3,,,,,,,,,,,,,
Storm Chaser,Donner,4,,,,,,,,,,,,,
Storm Chaser,Donner,5,,,,,,,,,,,,,
Storm Chaser,Donner,6,,,,,,,,,,,,,
Trickle,Donner,0,,3,,,,,,5,,,,,the-colosseum
Trickle,Donner,1,3,6,,,,,5,,,,,,"dmz, the-ridge"
Trickle,Donner,2,,,,,,,,,,,,,
Trickle,Donner,3,,,,,,,,,,,,,
Trickle,Donner,4,,,,,,,,,,,,,
Trickle,Donner,5,,,,,,,,,,,,,
Trickle,Donner,6,,,,,,,,,,,,,
fuzzy navel,Donner,0,,6,,,5,,,5,,,,,the-colosseum
fuzzy navel,Donner,1,3,6,,,,3,5,5,3,,,10,"el-coyote, the-colosseum"
fuzzy navel,Donner,2,,,,,,,,,,,,,
fuzzy navel,Donner,3,,,,,,,,,,,,,
fuzzy navel,Donner,4,,,,,,,,,,,,,
fuzzy navel,Donner,5,,,,,,,,,,,,,
fuzzy navel,Donner,6,,,,,,,,,,,,,
Boomer,Prancer,0,3,6,,,,3,,5,,,,,the-colosseum
Boomer,Prancer,1,10,15,,,,,5,,3,,,,"el-coyote, ravens-nest, the-grove"
Boomer,Prancer,2,,,,,,,,,,,,,
Boomer,Prancer,3,,,,,,,,,,,,,
Boomer,Prancer,4,,,,,,,,,,,,,
Boomer,Prancer,5,,,,,,,,,,,,,
Boomer,Prancer,6,,,,,,,,,,,,,
Deliverance,Prancer,0,,3,,,,,,5,,,,,the-colosseum
Deliverance,Prancer,1,,9,,,,,,5,3,,,,"dmz, the-colosseum, the-grove"
Deliverance,Prancer,2,,,,,,,,,,,,,
Deliverance,Prancer,3,,,,,,,,,,,,,
Deliverance,Prancer,4,,,,,,,,,,,,,
Deliverance,Prancer,5,,,,,,,,,,,,,
Deliverance,Prancer,6,,,,,,,,,,,,,
Depends (3rdF Q),Prancer,0,3,6,,,,3,,5,,,,,the-colosseum
Depends (3rdF Q),Prancer,1,14,24,5,6,,3,5,5,3,,1,,"black-rock, el-coyote, the-colosseum, the-grove, the-olympiad, the-silo"
Depends (3rdF Q),Prancer,2,,,,,,,,,,,,,
Depends (3rdF Q),Prancer,3,,,,,,,,,,,,,
Depends (3rdF Q),Prancer,4,,,,,,,,,,,,,
Depends (3rdF Q),Prancer,5,,,,,,,,,,,,,
Depends (3rdF Q),Prancer,6,,,,,,,,,,,,,
Dilbert,Prancer,0,,3,,,,3,,5,,,,,the-colosseum
Dilbert,Prancer,1,12,12,,,,3,5,,3,,,,"the-colosseum, the-grove"
Dilbert,Prancer,2,,,,,,,,,,,,,
Dilbert,Prancer,3,,,,,,,,,,,,,
Dilbert,Prancer,4,,,,,,,,,,,,,
Dilbert,Prancer,5,,,,,,,,,,,,,
Dilbert,Prancer,6,,,,,,,,,,,,,
Ferkus,Prancer,0,,,,,,,,,,,,,
Ferkus,Prancer,1,,,,,,,,5,,,,,
Ferkus,Prancer,2,,,,,,,,,,,,,
Ferkus,Prancer,3,,,,,,,,,,,,,
Ferkus,Prancer,4,,,,,,,,,,,,,
Ferkus,Prancer,5,,,,,,,,,,,,,
Ferkus,Prancer,6,,,,,,,,,,,,,
Flo,Prancer,0,,3,,,,,,,,,,,the-colosseum
Flo,Prancer,1,8,12,,,,,,,3,,,,"the-colosseum, the-grove, the-ridge, the-silo"
Flo,Prancer,2,,,,,,,,,,,,,
Flo,Prancer,3,,,,,,,,,,,,,
Flo,Prancer,4,,,,,,,,,,,,,
Flo,Prancer,5,,,,,,,,,,,,,
Flo,Prancer,6,,,,,,,,,,,,,
Glass Slipper,Prancer,0,,3,,,,,,5,,,,,the-colosseum
Glass Slipper,Prancer,1,,3,,,,,,,,,,,the-colosseum
Glass Slipper,Prancer,2,,,,,,,,,,,,,
Glass Slipper,Prancer,3,,,,,,,,,,,,,
Glass Slipper,Prancer,4,,,,,,,,,,,,,
Glass Slipper,Prancer,5,,,,,,,,,,,,,
Glass Slipper,Prancer,6,,,,,,,,,,,,,
Hank Hill,Prancer,0,3,6,,,,3,,5,,,,10,the-colosseum
Hank Hill,Prancer,1,12,24,5,6,,3,5,5,3,1,,,"black-rock, el-coyote, ravens-nest, the-colosseum, the-grove"
Hank Hill,Prancer,2,,,,,,,,,,,,,
Hank Hill,Prancer,3,,,,,,,,,,,,,
Hank Hill,Prancer,4,,,,,,,,,,,,,
Hank Hill,Prancer,5,,,,,,,,,,,,,
Hank Hill,Prancer,6,,,,,,,,,,,,,
Hot Boxx,Prancer,0,,,,,,,,,,,,,
Hot Boxx,Prancer,1,,3,,,,,,5,3,,,,el-coyote
Hot Boxx,Prancer,2,,,,,,,,,,,,,
Hot Boxx,Prancer,3,,,,,,,,,,,,,
Hot Boxx,Prancer,4,,,,,,,,,,,,,
Hot Boxx,Prancer,5,,,,,,,,,,,,,
Hot Boxx,Prancer,6,,,,,,,,,,,,,
Liberty Biberty,Prancer,0,3,6,,,,,,5,,,,,the-colosseum
Liberty Biberty,Prancer,1,8,18,5,4,,3,,,3,,,,"black-rock, ravens-nest, the-colosseum, the-grove, the-olympiad"
Liberty Biberty,Prancer,2,,,,,,,,,,,,,
Liberty Biberty,Prancer,3,,,,,,,,,,,,,
Liberty Biberty,Prancer,4,,,,,,,,,,,,,
Liberty Biberty,Prancer,5,,,,,,,,,,,,,
Liberty Biberty,Prancer,6,,,,,,,,,,,,,
Nemo,Prancer,0,3,6,,,,3,,5,,,,,the-colosseum
Nemo,Prancer,1,15,21,5,5,5,,5,5,3,1,,,"black-rock, el-coyote, the-colosseum, the-grove, the-silo"
Nemo,Prancer,2,,,,,,,,,,,,,
Nemo,Prancer,3,,,,,,,,,,,,,
Nemo,Prancer,4,,,,,,,,,,,,,
Nemo,Prancer,5,,,,,,,,,,,,,
Nemo,Prancer,6,,,,,,,,,,,,,
PFG,Prancer,0,,3,,,,,,5,,,,10,the-colosseum
PFG,Prancer,1,,9,,,,,,,3,,,,ravens-nest
PFG,Prancer,2,,,,,,,,,,,,,
PFG,Prancer,3,,,,,,,,,,,,,
PFG,Prancer,4,,,,,,,,,,,,,
PFG,Prancer,5,,,,,,,,,,,,,
PFG,Prancer,6,,,,,,,,,,,,,
Sensodyne,Prancer,0,,,,,,,,,,,,,
Sensodyne,Prancer,1,1,9,,,,,,,3,,,,"the-colosseum, the-olympiad, the-ridge"
Sensodyne,Prancer,2,,,,,,,,,,,,,
Sensodyne,Prancer,3,,,,,,,,,,,,,
Sensodyne,Prancer,4,,,,,,,,,,,,,
Sensodyne,Prancer,5,,,,,,,,,,,,,
Sensodyne,Prancer,6,,,,,,,,,,,,,
Slinky,Prancer,0,,3,,,,,,,,,,,the-colosseum
Slinky,Prancer,1,3,3,,,,,,,3,,,,the-grove
Slinky,Prancer,2,,,,,,,,,,,,,
Slinky,Prancer,3,,,,,,,,,,,,,
Slinky,Prancer,4,,,,,,,,,,,,,
Slinky,Prancer,5,,,,,,,,,,,,,
Slinky,Prancer,6,,,,,,,,,,,,,
Sloppy Joe,Prancer,0,,,,,,,,,,,,,
Sloppy Joe,Prancer,1,,6,,,,,,,,,,,el-coyote
Sloppy Joe,Prancer,2,,,,,,,,,,,,,
Sloppy Joe,Prancer,3,,,,,,,,,,,,,
Sloppy Joe,Prancer,4,,,,,,,,,,,,,
Sloppy Joe,Prancer,5,,,,,,,,,,,,,
Sloppy Joe,Prancer,6,,,,,,,,,,,,,
Spit Valve,Prancer,0,3,6,,,,3,,5,,1,,,the-colosseum
Spit Valve,Prancer,1,15,21,5,5,5,3,5,5,3,1,1,,"da-grizz, el-coyote, the-colosseum, the-grove, the-silo"
Spit Valve,Prancer,2,,,,,,,,,,,,,
Spit Valve,Prancer,3,,,,,,,,,,,,,
Spit Valve,Prancer,4,,,,,,,,,,,,,
Spit Valve,Prancer,5,,,,,,,,,,,,,
Spit Valve,Prancer,6,,,,,,,,,,,,,
The Worm,Prancer,0,,3,,,,,,5,,,,,the-colosseum
The Worm,Prancer,1,5,12,,,,,,,3,,,,"the-colosseum, the-grove, the-silo"
The Worm,Prancer,2,,,,,,,,,,,,,
The Worm,Prancer,3,,,,,,,,,,,,,
The Worm,Prancer,4,,,,,,,,,,,,,
The Worm,Prancer,5,,,,,,,,,,,,,
The Worm,Prancer,6,,,,,,,,,,,,,
Tinfoil,Prancer,0,3,6,,,,,,5,,,,,the-colosseum
Tinfoil,Prancer,1,3,3,,,,,,,3,,,,el-coyote
Tinfoil,Prancer,2,,,,,,,,,,,,,
Tinfoil,Prancer,3,,,,,,,,,,,,,
Tinfoil,Prancer,4,,,,,,,,,,,,,
Tinfoil,Prancer,5,,,,,,,,,,,,,
Tinfoil,Prancer,6,,,,,,,,,,,,,
Wet Bandit,Prancer,0,,,,,,,,,,,,,
Wet Bandit,Prancer,1,,3,,,,,,,3,,,,the-colosseum
