date,week,Team,user_name,ao,type,points,notes
2025-11-01,0,Blitzen,Pee Wee Herman,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Blitzen,Pee Wee Herman,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dasher,Trifecta,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Tighty Whities,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Cutler,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Cutler,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dancer,Cutler,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Cupid,Caboose,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Cupid,Caboose,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Donner,Corner Kick,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Donner,Corner Kick,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dasher,Zimmer,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dasher,Zimmer,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Donner,Mr. Kotter,ao-the-colosseum,workout Q,1,Q
2025-11-01,0,Donner,Mr. Kotter,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Donner,Mr. Kotter,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Cupid,Singer,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Cupid,Singer,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Cupid,Singer,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Unknown Team,Tinfoil,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Tinfoil,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dasher,Dog House,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Hank Hill,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Hank Hill,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Prancer,Hank Hill,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Unknown Team,Dial Tone,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Boomer,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Boomer,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Unknown Team,Preacher,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Bambino,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Rudolph,Folgers,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Cupid,Duck Hunt,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Cupid,Duck Hunt,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Cupid,Duck Hunt,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Rudolph,Ricola,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Rudolph,Ricola,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dancer,Foghorn,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Foghorn,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dancer,Foghorn,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Blitzen,Xena- Warrior Princess,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Blitzen,Xena- Warrior Princess,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Prancer,Spit Valve,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Spit Valve,ao-the-colosseum,workout Q,1,Q
2025-11-01,0,Prancer,Spit Valve,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Prancer,Spit Valve,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Dasher,Doozie,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dasher,Doozie,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dasher,Doozie,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Cupid,Sizzler,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Deliverance,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Pop-Tart,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Pop-Tart,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Vixen,Ollie,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Ricochet,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Ricochet,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dancer,Ricochet,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Rudolph,Celine Dion,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Comet,Wing Stop (F3 Naperville),ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Tinactin (F3 Naperville),ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Vixen,Ginga,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Don Quixote,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Don Quixote,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Donner,Celler Dweller,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Blitzen,Just Dance,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Blitzen,Just Dance,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Blitzen,Just Dance,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Donner,Moist,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Donner,Moist,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Donner,Moist,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Prancer,Nemo,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Nemo,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Prancer,Nemo,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Dancer,Hodl,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Hodl,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Dancer,Hodl,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Comet,Shankapotomus,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dasher,Scratch and Dent,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dasher,Scratch and Dent,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Unknown Team,Cummins (F3 CHAMINWOOD),ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Vixen,Fish Tape,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Go Daddy,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Vixen,Scuba Steve,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Phoenix,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Kickflip,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Blitzen,Kidney Beans,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Liberty Biberty,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Prancer,Liberty Biberty,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Prancer,Liberty Biberty,rg_ec3,ec,3,"EC, noice!"
2025-11-01,0,Dancer,Party in a bottle,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Party in a bottle,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Rudolph,Italian Ice,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Rudolph,Slapshot,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dancer,Thesaurus,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Underdog (Chaminwood),ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Underdog (Chaminwood),ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Unknown Team,PFG,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Unknown Team,Unknown Name,ao-the-colosseum,1stf,3,ao-the-colosseum - Fall Convergence 2025
2025-11-01,0,Dasher,Olive Oyl,ao-the-colosseum,1stf,3,ao-the-colosseum - Spit Valves Bootcamp
2025-11-01,0,Vixen,Broomstick,rg_ec3,ec,3,"EC, noice!"
