user_name,Team,HS,Total_Points,Post_count,ec,FNG1,FNG5,FNG_VQ
Dog House,Dasher,20,562,79,90,<NA>,<NA>,<NA>
Doozie,Dasher,20,304,34,59,<NA>,<NA>,<NA>
Double dipper,Cupid,0,14,2,0,3,0,0
Dr. Loco,Rudolph,0,6,2,0,3,0,0
Drive By,Dasher,0,51,8,3,<NA>,<NA>,<NA>
Duck Hunt,Cupid,10,233,31,57,<NA>,<NA>,<NA>
Dungeon Master,Prancer,0,3,1,0,3,0,0
Eleanor,Dancer,0,22,2,0,3,0,0
Ferkus,Prancer,0,5,0,0,0,0,0
Fire Hose,Comet,0,33,5,0,3,5,<NA>
Fish Tape,Vixen,0,47,14,0,<NA>,<NA>,<NA>
Flo,Prancer,0,84,15,31,<NA>,<NA>,<NA>
Foghorn,Dancer,20,287,31,57,<NA>,<NA>,<NA>
Folgers,Rudolph,10,84,10,24,<NA>,<NA>,<NA>
Foreclosure,Rudolph,20,229,23,62,<NA>,<NA>,<NA>
Foundation,Blitzen,0,39,5,6,<NA>,<NA>,<NA>
Four Square,Dancer,0,6,1,3,3,0,0
Frontier,Comet,20,132,10,27,<NA>,<NA>,<NA>
Ginga,Vixen,0,35,10,0,<NA>,<NA>,<NA>
Glass Slipper,Prancer,0,14,3,0,3,0,0
Go Daddy,Vixen,0,14,2,0,3,0,<NA>
Gopher,Blitzen,10,35,4,3,<NA>,<NA>,<NA>
Great Clips,Cupid,0,11,1,0,<NA>,<NA>,<NA>
Grinch,Dasher,0,3,0,0,<NA>,<NA>,<NA>
Griner,Comet,0,5,0,0,0,0,<NA>
GrubX (CMW),Cupid,10,73,15,6,<NA>,<NA>,<NA>
Grunts,Rudolph,0,26,5,9,3,5,0
HGTV,Donner,0,12,3,0,<NA>,<NA>,<NA>
Hackman,Vixen,0,45,11,4,<NA>,<NA>,<NA>
HandsOn,Dancer,0,36,9,0,3,5,0
Hanger,Donner,10,169,23,39,<NA>,<NA>,<NA>
Hank Hill,Prancer,10,470,58,90,<NA>,<NA>,<NA>
Happy Camper,Comet,20,300,31,54,<NA>,<NA>,<NA>
Hat Trick,Vixen,0,95,15,21,<NA>,<NA>,<NA>
Hatchet (Lizard Q),Comet,0,120,17,18,<NA>,<NA>,<NA>
Heifer,Comet,0,49,11,0,3,5,<NA>
Hodl,Dancer,20,438,50,88,<NA>,<NA>,<NA>
Homer Simpson,Rudolph,0,71,7,6,<NA>,<NA>,<NA>
Hot Boxx,Prancer,0,11,1,0,<NA>,<NA>,<NA>
Hot Lava,Comet,10,475,60,93,<NA>,<NA>,<NA>
Hot Pants,Comet,0,9,2,0,3,0,0
Hydrant,Vixen,0,7,1,1,<NA>,<NA>,<NA>
Italian Ice,Rudolph,0,89,22,3,<NA>,<NA>,<NA>
Jellystone,Dasher,20,191,19,45,<NA>,<NA>,<NA>
John Denver,Donner,10,106,15,37,<NA>,<NA>,<NA>
Juanita,Donner,20,225,27,48,<NA>,<NA>,<NA>
Jugz,Comet,0,15,2,3,3,0,<NA>
Just Dance,Blitzen,10,99,12,33,<NA>,<NA>,<NA>
Kidney Beans,Blitzen,0,71,14,24,<NA>,<NA>,<NA>
Kindle,Vixen,0,9,2,3,3,0,0
LaRussa,Dasher,0,33,4,6,<NA>,<NA>,<NA>
Laces Out,Cupid,0,26,7,0,<NA>,<NA>,<NA>
Large Marge,Donner,0,12,3,0,<NA>,<NA>,<NA>
Liberty Biberty,Prancer,0,136,21,29,<NA>,<NA>,<NA>
Lot lizard,Cupid,0,23,3,6,<NA>,<NA>,<NA>
Mahomes,Comet,20,414,46,75,<NA>,<NA>,<NA>
Manhole,Comet,20,489,61,93,<NA>,<NA>,<NA>
Mapquest,Rudolph,0,27,9,0,<NA>,<NA>,<NA>
Marinara,Rudolph,0,23,6,0,3,5,7
Martha Stewart,Dancer,20,55,9,8,3,5,0
Meta,Comet,20,508,66,87,<NA>,<NA>,<NA>
Moist,Donner,0,98,16,34,<NA>,<NA>,<NA>
Morticia,Blitzen,0,103,21,15,<NA>,<NA>,<NA>
Mr. Belding,Donner,0,106,17,37,<NA>,<NA>,<NA>
Mr. Kotter,Donner,10,171,28,24,<NA>,<NA>,<NA>
Napster,Rudolph,10,215,27,36,<NA>,<NA>,<NA>
Nemo,Prancer,20,311,33,70,<NA>,<NA>,<NA>
Nickelback,Rudolph,0,39,6,0,<NA>,<NA>,<NA>
Norm,Dasher,20,225,27,51,<NA>,<NA>,<NA>
Old Maid,Dasher,0,167,23,12,<NA>,<NA>,<NA>
Olive Oyl,Dasher,0,108,11,6,<NA>,<NA>,<NA>
Ollie,Vixen,0,8,1,0,<NA>,<NA>,<NA>
Otto Man,Cupid,0,19,6,1,<NA>,<NA>,<NA>
Ozark,Dancer,0,28,5,2,<NA>,<NA>,<NA>
PFG,Prancer,10,122,23,12,<NA>,<NA>,<NA>
Party in a bottle,Dancer,10,151,21,18,<NA>,<NA>,<NA>
Pearl,Comet,10,205,21,30,<NA>,<NA>,<NA>
Peashooter,Donner,0,69,11,18,<NA>,<NA>,<NA>
Pee Wee Herman,Blitzen,0,104,25,8,<NA>,<NA>,<NA>
Peterbilt,Comet,0,337,53,14,<NA>,<NA>,<NA>
Phoenix,Dancer,0,240,36,12,<NA>,<NA>,<NA>
Picasso,Cupid,0,146,22,57,<NA>,<NA>,<NA>
Pit Boss,Donner,0,42,8,10,3,5,0
Pop-Tart,Dancer,10,284,35,35,<NA>,<NA>,<NA>
Pull-up,Comet,20,292,27,65,<NA>,<NA>,<NA>
Quatro,Vixen,0,76,15,5,<NA>,<NA>,<NA>
Rabbit,Rudolph,0,18,6,0,3,5,0
Ricochet,Dancer,0,308,40,93,<NA>,<NA>,<NA>
Ricola,Rudolph,20,342,38,69,<NA>,<NA>,<NA>
Ringo,Rudolph,20,268,31,19,<NA>,<NA>,<NA>
Rooney,Dasher,10,159,24,36,<NA>,<NA>,<NA>
Safety Meeting,Dancer,0,12,2,6,<NA>,<NA>,<NA>
Sailer Moon,Blitzen,0,9,3,0,<NA>,<NA>,<NA>
Scat,Dasher,0,37,4,0,<NA>,<NA>,<NA>
Schlitz,Blitzen,10,274,28,47,<NA>,<NA>,<NA>
Scratch and Dent,Dasher,20,478,57,92,<NA>,<NA>,<NA>
Scuba Steve,Vixen,0,140,24,16,<NA>,<NA>,<NA>
Second Best,Comet,0,31,5,3,3,5,<NA>
Sensodyne,Prancer,10,50,9,10,<NA>,<NA>,<NA>
Shankapotomus,Comet,0,98,18,3,<NA>,<NA>,<NA>
Singer,Cupid,10,144,22,40,<NA>,<NA>,<NA>
Six Sheets,Comet,0,147,23,42,3,5,<NA>
Sizzler,Cupid,0,52,12,3,<NA>,<NA>,<NA>
SkidMark,Blitzen,0,53,12,17,<NA>,<NA>,<NA>
Slapshot,Rudolph,0,93,23,0,<NA>,<NA>,<NA>
Slinky,Prancer,0,18,3,3,3,0,<NA>
Sloppy Joe,Prancer,0,18,6,0,<NA>,<NA>,<NA>
SoccerMom,Vixen,0,32,8,0,3,5,<NA>
Soft Hands,Cupid,10,277,30,72,<NA>,<NA>,<NA>
Sparkler,Cupid,0,181,22,67,<NA>,<NA>,<NA>
Sparky,Dancer,20,337,30,90,<NA>,<NA>,<NA>
Spike Horn,Cupid,0,65,11,9,<NA>,<NA>,<NA>
Spirit,Cupid,0,11,2,0,<NA>,<NA>,<NA>
Spit Valve,Prancer,20,509,61,96,<NA>,<NA>,<NA>
Stitch,Vixen,0,28,8,4,3,5,0
Storm Chaser,Donner,0,279,38,42,<NA>,<NA>,<NA>
TPS Report,Vixen,0,25,3,13,3,0,<NA>
The Vault,Prancer,0,34,6,0,3,5,0
The Worm,Prancer,0,75,14,8,<NA>,<NA>,<NA>
Thesaurus,Dancer,0,71,13,0,<NA>,<NA>,<NA>
Tighty Whities,Comet,0,136,21,11,3,5,<NA>
Tinfoil,Prancer,10,124,22,27,3,5,<NA>
Toby,Comet,0,11,1,0,3,0,<NA>
Trickle,Donner,0,45,7,6,<NA>,<NA>,<NA>
Trifecta,Dasher,0,115,10,36,<NA>,<NA>,<NA>
Trojan,Dasher,0,22,4,0,3,0,<NA>
TruGreen,Dancer,0,102,7,0,<NA>,<NA>,<NA>
Tweety,Vixen,0,84,14,33,<NA>,<NA>,<NA>
UPS,Dasher,0,226,28,42,<NA>,<NA>,<NA>
Underdog,Rudolph,0,121,22,42,<NA>,<NA>,<NA>
Waffle House,Dancer,0,83,14,0,3,5,0
Wet Bandit,Prancer,0,15,3,3,<NA>,<NA>,<NA>
Wing Stop (F3 Naperville),Comet,0,122,20,12,<NA>,<NA>,<NA>
Woody,Blitzen,0,22,5,2,<NA>,<NA>,<NA>
Xena- Warrior Princess,Blitzen,0,94,14,0,<NA>,<NA>,<NA>
YellowPages,Prancer,10,261,33,26,<NA>,<NA>,<NA>
Zimmer,Dasher,10,258,29,45,<NA>,<NA>,<NA>
fuzzy navel,Donner,20,191,13,27,<NA>,<NA>,<NA>
pep boys,Comet,0,3,1,0,3,0,<NA>
vern,Vixen,0,121,22,26,<NA>,<NA>,<NA>
