user,team,week,ec,1stf,ATW,6pack,3rdf,Donation,qs,2ndf,popup,workout Q,QSQ,hardsh!t,ao_list
Otto Man,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Otto Man,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Otto Man,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Picasso,Cupid,0,0,7,0,0,0,0,0,5,0,0,0,0,the-colosseum
Picasso,Cupid,1,6,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Picasso,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Picasso,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Picasso,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Picasso,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Picasso,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Singer,Cupid,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Singer,Cupid,1,6,6,0,0,0,0,0,0,3,0,0,0,the-colosseum
Singer,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Singer,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Singer,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Singer,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Singer,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Sizzler,Cupid,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Sizzler,Cupid,1,0,4,0,0,0,0,0,0,0,0,0,0,black-diamond
Sizzler,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Sizzler,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Sizzler,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Sizzler,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Sizzler,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Soft Hands,Cupid,0,3,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Soft Hands,Cupid,1,6,4,0,0,0,0,0,0,3,0,0,10,black-diamond
Soft Hands,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Soft Hands,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Soft Hands,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Soft Hands,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Soft Hands,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Sparkler,Cupid,0,0,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Sparkler,Cupid,1,6,7,0,0,0,3,0,0,3,0,0,0,"black-diamond, the-colosseum"
Sparkler,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Sparkler,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Sparkler,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Sparkler,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Sparkler,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Spike Horn,Cupid,0,3,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Spike Horn,Cupid,1,3,4,0,0,0,0,0,0,0,0,0,0,black-diamond
Spike Horn,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Spike Horn,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Spike Horn,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Spike Horn,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Spike Horn,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,0,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,1,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,2,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,3,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,4,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,5,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit,Cupid,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ball boy,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Bill Nye,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Boston Butt,Dancer,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Boston Butt,Dancer,1,0,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Boston Butt,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Boston Butt,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Boston Butt,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Boston Butt,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Boston Butt,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Cinderella,Dancer,0,3,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Cinderella,Dancer,1,5,6,0,0,0,0,0,0,3,0,0,0,the-colosseum
Cinderella,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Cinderella,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cinderella,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Cinderella,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Cinderella,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Cutler,Dancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Cutler,Dancer,1,6,3,0,0,0,0,0,0,3,0,0,0,the-ridge
Cutler,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Cutler,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cutler,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Cutler,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Cutler,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Dear Abby,Dancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Dear Abby,Dancer,1,6,3,0,0,0,0,0,5,3,0,0,0,the-ridge
Dear Abby,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Dear Abby,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Dear Abby,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Dear Abby,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Dear Abby,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Foghorn,Dancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Foghorn,Dancer,1,3,3,0,0,0,0,0,5,3,0,0,0,the-ridge
Foghorn,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Foghorn,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Foghorn,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Foghorn,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Foghorn,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hodl,Dancer,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Hodl,Dancer,1,6,3,0,0,0,0,0,5,3,0,0,0,the-ridge
Hodl,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hodl,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hodl,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hodl,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hodl,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ozark,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Party in a bottle,Dancer,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Party in a bottle,Dancer,1,0,3,0,0,0,0,5,5,3,0,0,0,the-colosseum
Party in a bottle,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Party in a bottle,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Party in a bottle,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Party in a bottle,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Party in a bottle,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Phoenix,Dancer,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Phoenix,Dancer,1,0,3,0,0,0,0,0,0,3,0,0,0,
Phoenix,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Phoenix,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Phoenix,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Phoenix,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Phoenix,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Pop-Tart,Dancer,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Pop-Tart,Dancer,1,4,3,0,0,0,3,0,5,3,0,0,0,the-ridge
Pop-Tart,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Pop-Tart,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Pop-Tart,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Pop-Tart,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Pop-Tart,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Ricochet,Dancer,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Ricochet,Dancer,1,6,6,0,0,0,0,0,0,0,0,0,0,"the-colosseum, the-ridge"
Ricochet,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Ricochet,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Ricochet,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Ricochet,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Ricochet,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,0,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Safety Meeting,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Sparky,Dancer,0,3,6,0,0,5,3,0,5,0,0,0,0,the-colosseum
Sparky,Dancer,1,3,3,0,0,0,3,0,5,3,0,0,0,
Sparky,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Sparky,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Sparky,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Sparky,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Sparky,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Thesaurus,Dancer,1,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
Thesaurus,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
TruGreen,Dancer,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
TruGreen,Dancer,1,0,6,0,0,0,0,0,0,3,0,0,0,"the-colosseum, the-ridge"
TruGreen,Dancer,2,0,0,0,0,0,0,0,0,0,0,0,0,
TruGreen,Dancer,3,0,0,0,0,0,0,0,0,0,0,0,0,
TruGreen,Dancer,4,0,0,0,0,0,0,0,0,0,0,0,0,
TruGreen,Dancer,5,0,0,0,0,0,0,0,0,0,0,0,0,
TruGreen,Dancer,6,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,0,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,1,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
BABYMOMMA,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Dog House,Dasher,0,0,7,0,0,0,3,0,5,0,0,0,0,the-colosseum
Dog House,Dasher,1,3,6,0,0,0,0,0,0,3,0,0,0,
Dog House,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Dog House,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Dog House,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Dog House,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Dog House,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Doozie,Dasher,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Doozie,Dasher,1,6,6,0,0,0,3,5,5,3,0,0,0,the-silo
Doozie,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Doozie,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Doozie,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Doozie,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Doozie,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Drive By,Dasher,0,0,0,0,0,0,3,0,0,0,0,0,0,
Drive By,Dasher,1,0,0,0,0,0,0,0,0,3,0,0,0,
Drive By,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Drive By,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Drive By,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Drive By,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Drive By,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,1,0,0,0,0,0,0,0,0,3,0,0,0,
Grinch,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Grinch,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Jellystone,Dasher,0,3,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Jellystone,Dasher,1,6,3,0,0,0,0,0,5,3,0,0,0,the-silo
Jellystone,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Jellystone,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Jellystone,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Jellystone,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Jellystone,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
LaRussa,Dasher,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
LaRussa,Dasher,1,3,0,0,0,0,0,0,0,3,0,0,0,
LaRussa,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
LaRussa,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
LaRussa,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
LaRussa,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
LaRussa,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Norm,Dasher,0,3,6,0,0,0,3,0,5,0,0,0,10,the-colosseum
Norm,Dasher,1,6,3,0,0,0,0,0,0,3,0,0,0,
Norm,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Norm,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Norm,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Norm,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Norm,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Old Maid,Dasher,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Old Maid,Dasher,1,3,6,0,0,5,0,0,5,3,0,0,0,"the-colosseum, the-silo"
Old Maid,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Old Maid,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Old Maid,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Old Maid,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Old Maid,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Olive Oyl,Dasher,0,0,6,0,0,0,0,0,0,0,0,0,0,the-colosseum
Olive Oyl,Dasher,1,0,3,0,0,0,3,0,5,3,0,0,0,the-silo
Olive Oyl,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Olive Oyl,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Olive Oyl,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Olive Oyl,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Olive Oyl,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,1,6,3,0,0,0,3,0,0,3,0,0,0,
Rooney,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Rooney,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,0,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,1,0,0,0,0,0,0,0,0,3,0,0,0,
Scat,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Scat,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Scratch and Dent,Dasher,0,3,6,0,0,0,3,0,5,0,0,0,10,the-colosseum
Scratch and Dent,Dasher,1,6,3,0,0,5,0,0,5,3,0,0,0,the-silo
Scratch and Dent,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Scratch and Dent,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Scratch and Dent,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Scratch and Dent,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Scratch and Dent,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Trifecta,Dasher,0,3,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Trifecta,Dasher,1,0,0,0,0,0,0,0,0,3,0,0,0,
Trifecta,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Trifecta,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Trifecta,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Trifecta,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Trifecta,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
UPS,Dasher,0,0,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
UPS,Dasher,1,3,3,0,0,0,0,0,0,3,0,0,0,the-silo
UPS,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
UPS,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
UPS,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
UPS,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
UPS,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Zimmer,Dasher,0,3,6,0,0,0,3,0,5,0,0,0,10,the-colosseum
Zimmer,Dasher,1,3,3,0,0,0,3,0,0,3,0,0,0,the-silo
Zimmer,Dasher,2,0,0,0,0,0,0,0,0,0,0,0,0,
Zimmer,Dasher,3,0,0,0,0,0,0,0,0,0,0,0,0,
Zimmer,Dasher,4,0,0,0,0,0,0,0,0,0,0,0,0,
Zimmer,Dasher,5,0,0,0,0,0,0,0,0,0,0,0,0,
Zimmer,Dasher,6,0,0,0,0,0,0,0,0,0,0,0,0,
Bedpan,Donner,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Bedpan,Donner,1,2,3,0,0,0,3,0,5,3,0,0,0,the-grove
Bedpan,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Bedpan,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Bedpan,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Bedpan,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Bedpan,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Celler Dweller,Donner,0,0,3,0,0,0,3,0,5,0,0,0,0,the-colosseum
Celler Dweller,Donner,1,2,3,0,0,0,3,0,5,3,0,0,0,the-grove
Celler Dweller,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Celler Dweller,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Celler Dweller,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Celler Dweller,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Celler Dweller,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Chum Bucket,Donner,0,0,6,0,0,5,3,0,5,0,0,0,0,the-colosseum
Chum Bucket,Donner,1,3,3,0,0,0,0,0,0,3,0,0,10,the-grove
Chum Bucket,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Chum Bucket,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Chum Bucket,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Chum Bucket,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Chum Bucket,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Corner Kick,Donner,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Corner Kick,Donner,1,2,3,0,0,0,0,0,0,3,0,0,0,the-grove
Corner Kick,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Corner Kick,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Corner Kick,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Corner Kick,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Corner Kick,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,0,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,1,0,0,0,0,0,0,0,0,3,0,0,0,
HGTV,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
HGTV,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Hanger,Donner,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Hanger,Donner,1,3,3,0,0,0,3,0,5,0,0,0,0,the-grove
Hanger,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Hanger,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Hanger,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Hanger,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Hanger,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
John Denver,Donner,0,0,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
John Denver,Donner,1,3,3,0,0,0,0,0,0,0,0,0,10,the-grove
John Denver,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
John Denver,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
John Denver,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
John Denver,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
John Denver,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Juanita,Donner,0,0,6,0,0,0,3,0,5,0,0,0,0,the-colosseum
Juanita,Donner,1,3,3,0,0,0,0,0,0,0,0,0,10,the-grove
Juanita,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Juanita,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Juanita,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Juanita,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Juanita,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,0,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,1,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Large Marge,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Moist,Donner,0,3,6,0,0,0,0,0,5,0,0,0,0,the-colosseum
Moist,Donner,1,6,3,0,0,0,0,0,0,3,0,0,0,the-grove
Moist,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Moist,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
Moist,Donner,4,0,0,0,0,0,0,0,0,0,0,0,0,
Moist,Donner,5,0,0,0,0,0,0,0,0,0,0,0,0,
Moist,Donner,6,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Belding,Donner,0,3,3,0,0,0,0,0,5,0,0,0,0,the-colosseum
Mr. Belding,Donner,1,2,3,0,0,0,0,0,0,0,0,0,0,the-colosseum
Mr. Belding,Donner,2,0,0,0,0,0,0,0,0,0,0,0,0,
Mr. Belding,Donner,3,0,0,0,0,0,0,0,0,0,0,0,0,
