user_name,Team,HS,Total_Points,Post_count,ec,FNG1,FNG5,FNG_VQ
Double dipper,Cupid,0,14,2,0,3,0,0
Dr. Loco,Rudolph,0,6,2,0,3,0,0
Drive By,Dasher,0,48,7,3,<NA>,<NA>,<NA>
Duck Hunt,Cupid,10,221,28,57,<NA>,<NA>,<NA>
Dungeon Master,Prancer,0,3,1,0,3,0,0
Eleanor,Dancer,0,19,2,0,3,0,0
Ferkus,Prancer,0,5,0,0,<NA>,<NA>,<NA>
Fire Hose,Comet,0,33,5,0,3,5,<NA>
Fish Tape,Vixen,0,44,13,0,<NA>,<NA>,<NA>
Flo,Prancer,0,74,13,27,<NA>,<NA>,<NA>
Foghorn,Dancer,20,246,26,48,<NA>,<NA>,<NA>
Folgers,Rudolph,10,74,8,20,<NA>,<NA>,<NA>
Foreclosure,Rudolph,20,210,21,57,<NA>,<NA>,<NA>
Foundation,Blitzen,0,36,4,6,<NA>,<NA>,<NA>
Four Square,Dancer,0,3,0,3,<NA>,<NA>,<NA>
Frontier,Comet,20,132,10,27,<NA>,<NA>,<NA>
Ginga,Vixen,0,29,8,0,<NA>,<NA>,<NA>
Glass Slipper,Prancer,0,14,3,0,3,0,0
Go Daddy,Vixen,0,14,2,0,3,0,<NA>
Gopher,Blitzen,10,35,4,3,<NA>,<NA>,<NA>
Great Clips,Cupid,0,11,1,0,<NA>,<NA>,<NA>
Grinch,Dasher,0,3,0,0,<NA>,<NA>,<NA>
Griner,Comet,0,5,0,0,<NA>,<NA>,<NA>
GrubX (CMW),Cupid,10,73,15,6,<NA>,<NA>,<NA>
Grunts,Rudolph,0,23,4,9,3,0,0
HGTV,Donner,0,12,3,0,<NA>,<NA>,<NA>
Hackman,Vixen,0,37,9,2,<NA>,<NA>,<NA>
HandsOn,Dancer,0,18,5,0,3,5,0
Hanger,Donner,10,163,21,39,<NA>,<NA>,<NA>
Hank Hill,Prancer,10,389,47,75,<NA>,<NA>,<NA>
Happy Camper,Comet,20,272,27,47,<NA>,<NA>,<NA>
Hat Trick,Vixen,0,92,14,21,<NA>,<NA>,<NA>
Hatchet (Lizard Q),Comet,0,108,14,18,<NA>,<NA>,<NA>
Heifer,Comet,0,40,8,0,3,5,<NA>
Hodl,Dancer,20,370,41,73,<NA>,<NA>,<NA>
Homer Simpson,Rudolph,0,57,7,6,<NA>,<NA>,<NA>
Hot Boxx,Prancer,0,11,1,0,<NA>,<NA>,<NA>
Hot Lava,Comet,10,393,48,78,<NA>,<NA>,<NA>
Hot Pants,Comet,0,9,2,0,3,0,0
Hydrant,Vixen,0,7,1,1,<NA>,<NA>,<NA>
Italian Ice,Rudolph,0,79,19,3,<NA>,<NA>,<NA>
Jellystone,Dasher,20,173,17,39,<NA>,<NA>,<NA>
John Denver,Donner,10,97,14,31,<NA>,<NA>,<NA>
Juanita,Donner,20,210,25,45,<NA>,<NA>,<NA>
Jugz,Comet,0,15,2,3,3,0,0
Just Dance,Blitzen,10,99,12,33,<NA>,<NA>,<NA>
Kidney Beans,Blitzen,0,68,13,24,<NA>,<NA>,<NA>
Kindle,Vixen,0,9,2,3,3,0,0
LaRussa,Dasher,0,33,4,6,<NA>,<NA>,<NA>
Laces Out,Cupid,0,23,6,0,<NA>,<NA>,<NA>
Large Marge,Donner,0,9,2,0,<NA>,<NA>,<NA>
Liberty Biberty,Prancer,0,97,16,23,<NA>,<NA>,<NA>
Lot lizard,Cupid,0,23,3,6,<NA>,<NA>,<NA>
Mahomes,Comet,20,385,44,72,<NA>,<NA>,<NA>
Manhole,Comet,20,401,49,78,<NA>,<NA>,<NA>
Mapquest,Rudolph,0,24,8,0,<NA>,<NA>,<NA>
Martha Stewart,Dancer,10,39,8,5,3,5,0
Meta,Comet,20,423,55,72,<NA>,<NA>,<NA>
Moist,Donner,0,90,15,32,<NA>,<NA>,<NA>
Morticia,Blitzen,0,97,19,15,<NA>,<NA>,<NA>
Mr. Belding,Donner,0,96,15,33,<NA>,<NA>,<NA>
Mr. Kotter,Donner,10,154,24,24,<NA>,<NA>,<NA>
Napster,Rudolph,10,176,23,27,<NA>,<NA>,<NA>
Nemo,Prancer,20,255,27,61,<NA>,<NA>,<NA>
Nickelback,Rudolph,0,39,6,0,<NA>,<NA>,<NA>
Norm,Dasher,20,213,25,48,<NA>,<NA>,<NA>
Old Maid,Dasher,0,150,20,12,<NA>,<NA>,<NA>
Olive Oyl,Dasher,0,98,11,6,<NA>,<NA>,<NA>
Ollie,Vixen,0,8,1,0,<NA>,<NA>,<NA>
Otto Man,Cupid,0,15,5,0,<NA>,<NA>,<NA>
Ozark,Dancer,0,19,3,2,<NA>,<NA>,<NA>
PFG,Prancer,10,119,22,12,<NA>,<NA>,<NA>
Party in a bottle,Dancer,10,125,17,9,<NA>,<NA>,<NA>
Pearl,Comet,10,183,20,30,<NA>,<NA>,<NA>
Peashooter,Donner,0,61,10,18,<NA>,<NA>,<NA>
Pee Wee Herman,Blitzen,0,92,21,8,<NA>,<NA>,<NA>
Peterbilt,Comet,0,282,45,11,<NA>,<NA>,<NA>
Phoenix,Dancer,0,199,30,9,<NA>,<NA>,<NA>
Picasso,Cupid,0,120,18,45,<NA>,<NA>,<NA>
Pit Boss,Donner,0,42,8,10,3,5,0
Pop-Tart,Dancer,0,211,28,20,<NA>,<NA>,<NA>
Pull-up,Comet,20,254,23,59,<NA>,<NA>,<NA>
Quatro,Vixen,0,70,13,5,<NA>,<NA>,<NA>
Rabbit,Rudolph,0,15,5,0,3,5,0
Ricochet,Dancer,0,259,34,78,<NA>,<NA>,<NA>
Ricola,Rudolph,20,273,31,54,<NA>,<NA>,<NA>
Ringo,Rudolph,20,206,23,19,<NA>,<NA>,<NA>
Rooney,Dasher,10,146,20,36,<NA>,<NA>,<NA>
Safety Meeting,Dancer,0,12,2,6,<NA>,<NA>,<NA>
Sailer Moon,Blitzen,0,6,2,0,<NA>,<NA>,<NA>
Scat,Dasher,0,37,4,0,<NA>,<NA>,<NA>
Schlitz,Blitzen,10,254,25,44,<NA>,<NA>,<NA>
Scratch and Dent,Dasher,20,397,47,74,<NA>,<NA>,<NA>
Scuba Steve,Vixen,0,129,22,16,<NA>,<NA>,<NA>
Second Best,Comet,0,31,5,3,3,5,<NA>
Sensodyne,Prancer,10,45,8,8,<NA>,<NA>,<NA>
Shankapotomus,Comet,0,89,16,3,<NA>,<NA>,<NA>
Singer,Cupid,10,135,20,37,<NA>,<NA>,<NA>
Six Sheets,Comet,0,144,22,42,3,5,<NA>
Sizzler,Cupid,0,45,10,3,<NA>,<NA>,<NA>
SkidMark,Blitzen,0,48,11,15,<NA>,<NA>,<NA>
Slapshot,Rudolph,0,81,19,0,<NA>,<NA>,<NA>
Slinky,Prancer,0,18,3,3,3,0,<NA>
Sloppy Joe,Prancer,0,18,6,0,<NA>,<NA>,<NA>
SoccerMom,Vixen,0,29,7,0,3,5,<NA>
Soft Hands,Cupid,10,250,26,63,<NA>,<NA>,<NA>
Sparkler,Cupid,0,154,18,57,<NA>,<NA>,<NA>
Sparky,Dancer,20,299,27,78,<NA>,<NA>,<NA>
Spike Horn,Cupid,0,61,10,9,<NA>,<NA>,<NA>
Spirit,Cupid,0,11,2,0,<NA>,<NA>,<NA>
Spit Valve,Prancer,10,397,48,78,<NA>,<NA>,<NA>
Stitch,Vixen,0,16,5,1,3,5,0
Storm Chaser,Donner,0,237,33,34,<NA>,<NA>,<NA>
TPS Report,Vixen,0,25,3,13,3,0,<NA>
The Vault,Prancer,0,34,6,0,3,5,0
The Worm,Prancer,0,75,14,8,<NA>,<NA>,<NA>
Thesaurus,Dancer,0,50,9,0,<NA>,<NA>,<NA>
Tighty Whities,Comet,0,122,18,11,3,5,<NA>
Tinfoil,Prancer,10,109,19,21,3,5,<NA>
Toby,Comet,0,11,1,0,3,0,<NA>
Trickle,Donner,0,42,6,6,<NA>,<NA>,<NA>
Trifecta,Dasher,0,101,10,27,<NA>,<NA>,<NA>
Trojan,Dasher,0,22,4,0,3,0,<NA>
TruGreen,Dancer,0,76,7,0,<NA>,<NA>,<NA>
Tweety,Vixen,0,84,14,33,<NA>,<NA>,<NA>
UPS,Dasher,0,207,25,42,<NA>,<NA>,<NA>
Underdog,Rudolph,0,105,19,36,<NA>,<NA>,<NA>
Waffle House,Dancer,0,64,12,0,3,5,0
Wet Bandit,Prancer,0,15,3,3,<NA>,<NA>,<NA>
Wing Stop (F3 Naperville),Comet,0,105,18,9,<NA>,<NA>,<NA>
Woody,Blitzen,0,22,5,2,<NA>,<NA>,<NA>
Xena- Warrior Princess,Blitzen,0,82,12,0,<NA>,<NA>,<NA>
YellowPages,Prancer,10,220,28,26,<NA>,<NA>,<NA>
Zimmer,Dasher,10,229,27,45,<NA>,<NA>,<NA>
fuzzy navel,Donner,10,145,10,21,<NA>,<NA>,<NA>
pep boys,Comet,0,3,1,0,3,0,<NA>
vern,Vixen,0,107,18,24,<NA>,<NA>,<NA>
