user_name,Team,HS,Total_Points,Post_count,ec,FNG1,FNG5,FNG_VQ
Safety Meeting,Dancer,0,12,2,6,<NA>,<NA>,<NA>
Sailer Moon,Blitzen,0,6,2,0,<NA>,<NA>,<NA>
Scat,Dasher,0,37,4,0,<NA>,<NA>,<NA>
Schlitz,Blitzen,10,250,24,44,<NA>,<NA>,<NA>
Scratch and Dent,Dasher,20,391,46,71,<NA>,<NA>,<NA>
Scuba Steve,Vixen,0,126,21,16,<NA>,<NA>,<NA>
Second Best,Comet,0,31,5,3,3,5,<NA>
Sensodyne,Prancer,10,45,8,8,<NA>,<NA>,<NA>
Shankapotomus,Comet,0,89,16,3,<NA>,<NA>,<NA>
Singer,Cupid,10,131,19,37,<NA>,<NA>,<NA>
Six Sheets,Comet,0,141,21,42,3,5,<NA>
Sizzler,Cupid,0,45,10,3,<NA>,<NA>,<NA>
SkidMark,Blitzen,0,48,11,15,<NA>,<NA>,<NA>
Slapshot,Rudolph,0,81,19,0,<NA>,<NA>,<NA>
Slinky,Prancer,0,18,3,3,3,0,<NA>
Sloppy Joe,Prancer,0,18,6,0,<NA>,<NA>,<NA>
SoccerMom,Vixen,0,29,7,0,3,5,<NA>
Soft Hands,Cupid,10,247,26,63,<NA>,<NA>,<NA>
Sparkler,Cupid,0,148,17,54,<NA>,<NA>,<NA>
Sparky,Dancer,20,296,27,75,<NA>,<NA>,<NA>
Spike Horn,Cupid,0,61,10,9,<NA>,<NA>,<NA>
Spirit,Cupid,0,11,2,0,<NA>,<NA>,<NA>
Spit Valve,Prancer,10,388,47,75,<NA>,<NA>,<NA>
Stitch,Vixen,0,16,5,1,3,5,0
Storm Chaser,Donner,0,234,32,34,<NA>,<NA>,<NA>
TPS Report,Vixen,0,25,3,13,3,0,<NA>
The Vault,Prancer,0,34,6,0,3,5,0
The Worm,Prancer,0,72,13,8,<NA>,<NA>,<NA>
Thesaurus,Dancer,0,50,9,0,<NA>,<NA>,<NA>
Tighty Whities,Comet,0,119,17,11,3,5,<NA>
Tinfoil,Prancer,10,103,18,18,3,5,<NA>
Toby,Comet,0,11,1,0,3,0,<NA>
Trickle,Donner,0,42,6,6,<NA>,<NA>,<NA>
Trifecta,Dasher,0,101,10,27,<NA>,<NA>,<NA>
Trojan,Dasher,0,22,4,0,3,0,<NA>
TruGreen,Dancer,0,76,7,0,<NA>,<NA>,<NA>
Tweety,Vixen,0,84,14,33,<NA>,<NA>,<NA>
UPS,Dasher,0,207,25,42,<NA>,<NA>,<NA>
Underdog,Rudolph,0,99,18,33,<NA>,<NA>,<NA>
Waffle House,Dancer,0,64,12,0,3,5,0
Wet Bandit,Prancer,0,15,3,3,<NA>,<NA>,<NA>
Wing Stop (F3 Naperville),Comet,0,102,18,9,<NA>,<NA>,<NA>
Woody,Blitzen,0,22,5,2,<NA>,<NA>,<NA>
Xena- Warrior Princess,Blitzen,0,82,12,0,<NA>,<NA>,<NA>
YellowPages,Prancer,10,217,27,26,<NA>,<NA>,<NA>
Zimmer,Dasher,10,220,26,42,<NA>,<NA>,<NA>
fuzzy navel,Donner,10,145,10,21,<NA>,<NA>,<NA>
pep boys,Comet,0,3,1,0,3,0,<NA>
vern,Vixen,0,107,18,24,<NA>,<NA>,<NA>
