date,week,ao_id,q_user_id,user_id,ao,points,type,user_name,Team,FNGflag
2025-07-12,0,C0329PXMA6T,U041R4GK79V,U03KV19V5JS,ao-da-grizz,3.0,1stf,Cowbell,Vixen,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U017E4NMFQV,ao-the-ridge,3.0,1stf,Hanger,Cupid,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U017G12529J,ao-the-ridge,3.0,1stf,Carmen San Diego (F3 Naperville),Unknown Team,
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U017QPPJVJ5,ao-the-ridge,3.0,1stf,Bob Villa,Comet,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U041T9ACB3L,ao-the-ridge,3.0,1stf,UPS,Vixen,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U047GFQH4HL,ao-the-ridge,3.0,1stf,Bronco,Dasher,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U054JFWN01Z,ao-the-ridge,3.0,1stf,Silo,Unknown Team,
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U05LL7ESE79,ao-the-ridge,3.0,1stf,Cutler,Vixen,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U03SX99V3PU,ao-the-ridge,3.0,1stf,Meta,Dancer,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U06GZE2D66R,ao-the-ridge,3.0,1stf,Sparky,Donner,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U06H3QB4KMY,ao-the-ridge,3.0,1stf,Mahomes,Blitzen,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U06K8PKQGA1,ao-the-ridge,3.0,1stf,Duck Hunt,Dasher,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U07GDNBSZ0Q,ao-the-ridge,3.0,1stf,Speedbag (F3 Southsid3),Unknown Team,
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U080FGLKUH5,ao-the-ridge,3.0,1stf,Hodl,Olive,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U087CHQLZ7B,ao-the-ridge,3.0,1stf,Scratch and Dent,Prancer,0.0
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U091A4AAZPC,ao-the-ridge,3.0,1stf,Popeye,Unknown Team,
2025-07-12,0,C02B4U0M71N,U03SX99V3PU,U06A1RN2DQF,ao-the-ridge,3.0,1stf,Hank Hill,Dasher,0.0
2025-07-12,0,C0329PXMA6T,U041R4GK79V,U0194BS66MQ,ao-da-grizz,3.0,1stf,Binford,Cupid,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U05ULCL3806,ao-the-colosseum,3.0,1stf,Mr. Kotter,Prancer,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U05LL7ESE79,ao-the-colosseum,3.0,1stf,Cutler,Vixen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U05FZ4QEFG9,ao-the-colosseum,3.0,1stf,Tweety,Vixen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U04H6HMNPH9,ao-the-colosseum,3.0,1stf,Cinderella,Donner,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U048GCZ7GBY,ao-the-colosseum,3.0,1stf,Broomstick,Rudolph,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U01E40PTNFJ,ao-the-colosseum,3.0,1stf,Bunker,Vixen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U03765UPB8C,ao-the-colosseum,3.0,1stf,Chum Bucket,Prancer,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U017QPPJVJ5,ao-the-colosseum,3.0,1stf,Bob Villa,Comet,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U061CBW96MA,ao-the-colosseum,3.0,1stf,Singer,Prancer,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U017HR8U5RS,ao-the-colosseum,3.0,1stf,SkidMark,Vixen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U03U8N4P5G8,ao-the-colosseum,3.0,1stf,Flo,Comet,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U070NTWF7G8,ao-the-colosseum,3.0,1stf,Foghorn,Comet,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U05QD3D6ZK7,ao-the-silo,3.0,1stf,Caboose,Blitzen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U073J179LHM,ao-the-colosseum,3.0,1stf,Sizzler,Prancer,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U07LY4K586M,ao-the-colosseum,3.0,1stf,Moist,Rudolph,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U08RFHRKC5P,ao-the-colosseum,3.0,1stf,Alter boy,Dancer,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U02F2UV0MCL,ao-the-silo,3.0,1stf,Blue Gill,Cupid,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U04Q01BPTPE,ao-the-silo,3.0,1stf,Olive Oyl,Comet,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U04RBT6T8RJ,ao-the-silo,3.0,1stf,Old Maid,Rudolph,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U05GG5NR7KM,ao-the-silo,3.0,1stf,Pee Wee Herman,Dasher,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U07RD0ACG80,ao-the-silo,3.0,1stf,Nemo,Rudolph,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U087CHQLZ7B,ao-the-silo,3.0,1stf,Scratch and Dent,Prancer,0.0
2025-07-14,1,C04P7LRFBTM,U04Q01BPTPE,U08U4PQV3DJ,ao-the-silo,3.0,1stf,Phoenix,Vixen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U017BQTUL3D,ao-the-colosseum,3.0,1stf,John Denver,Blitzen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U071GSVM24B,ao-the-colosseum,3.0,1stf,Spit Valve,Blitzen,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U017BMVBTGA,ao-the-colosseum,3.0,1stf,Bone Spur,Unknown Team,
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U016M1Z8NLE,ao-the-colosseum,3.0,1stf,Happy Camper,Olive,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U016ZUU67BN,ao-the-colosseum,3.0,1stf,5-Putt,Dancer,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U0171KQRB6D,ao-the-colosseum,3.0,1stf,vern,Dasher,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U017E4NMFQV,ao-the-ridge,3.0,1stf,Hanger,Cupid,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U0186PNUG3T,ao-the-ridge,3.0,1stf,Hackman,Donner,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U019Y7P6XPF,ao-the-ridge,3.0,1stf,Foundation,Vixen,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U01APFBACP8,ao-the-ridge,3.0,1stf,Morticia,Donner,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U03SX99V3PU,ao-the-ridge,3.0,1stf,Meta,Dancer,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U040Y3RQPNJ,ao-the-ridge,3.0,1stf,Six Sheets,Rudolph,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U05C8DP6YS0,ao-the-ridge,3.0,1stf,Algorithm,Cupid,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U05GFSH6BC2,ao-the-ridge,3.0,1stf,Ink Jet,Dasher,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U05TUKL5N87,ao-the-ridge,3.0,1stf,Zimmer,Rudolph,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U06H3QB4KMY,ao-the-ridge,3.0,1stf,Mahomes,Blitzen,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U074T16JBDX,ao-the-ridge,3.0,1stf,Deliverance,Olive,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U03TYSW2933,ao-the-ridge,3.0,1stf,The Worm,Rudolph,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U08QBC4F5C3,ao-the-ridge,3.0,1stf,Fish Tape,Olive,0.0
2025-07-14,1,C02AC8PS1T7,U03765UPB8C,U016V6KHM36,ao-the-colosseum,3.0,1stf,Dilly Dilly,Prancer,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U080FGLKUH5,ao-the-ridge,3.0,1stf,Hodl,Olive,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U06A1RN2DQF,ao-the-grove,3.0,1stf,Hank Hill,Dasher,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U04H3PWJN5A,ao-the-grove,3.0,1stf,Juanita,Dasher,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U040R8S1N6P,ao-the-grove,3.0,1stf,Dilbert,Vixen,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U053LEBRMM4,ao-the-grove,3.0,1stf,Derailed,Dasher,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U02NST5BMKJ,ao-the-grove,3.0,1stf,Dear Abby,Dancer,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U02NBKHN3NK,ao-the-grove,3.0,1stf,Dungeon Master,Dancer,0.0
2025-07-14,1,C04PLDCTSJV,U02H51CJS30,U02H51CJS30,ao-the-grove,3.0,1stf,Pull-up,Donner,0.0
2025-07-14,1,C02B4U0M71N,U019Y7P6XPF,U08TD9DD6M6,ao-the-ridge,3.0,1stf,Scuba Steve,Rudolph,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016TRPRHKL,ao-the-ridge,3.0,1stf,Den Mother,Dasher,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016ZUU67BN,ao-the-ridge,3.0,1stf,5-Putt,Dancer,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016W30QL1G,ao-the-ridge,3.0,1stf,Joe Dirt,Unknown Team,
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016V6KHM36,ao-the-ridge,3.0,1stf,Dilly Dilly,Prancer,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U0171KQRB6D,ao-the-ridge,3.0,1stf,vern,Dasher,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016MKQUP29,ao-the-ridge,3.0,1stf,Woody,Dancer,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U07698FG143,ao-the-colosseum,3.0,1stf,Ricochet,Donner,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U0950RW8JHX,ao-the-colosseum,3.0,1stf,Eliot Ness,Unknown Team,
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U092LRKGN2E,ao-the-colosseum,3.0,1stf,Pearl,Unknown Team,
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U07RD0ACG80,ao-the-colosseum,3.0,1stf,Nemo,Rudolph,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U070Z12249H,ao-the-colosseum,3.0,1stf,Xena- Warrior Princess,Olive,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U061CBW96MA,ao-the-colosseum,3.0,1stf,Singer,Prancer,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U017E4NMFQV,ao-the-ridge,3.0,1stf,Hanger,Cupid,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U016M1Z8NLE,ao-the-ridge,3.0,1stf,Happy Camper,Olive,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U017HR8U5RS,ao-the-ridge,3.0,1stf,SkidMark,Vixen,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U073D5MRD4Z,ao-the-ridge,3.0,1stf,Hat Trick,Vixen,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U0186PNUG3T,ao-the-ridge,3.0,1stf,Hackman,Donner,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U01APFBACP8,ao-the-ridge,3.0,1stf,Morticia,Donner,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U02A96W697X,ao-the-ridge,3.0,1stf,Dauber,Donner,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U02H51CJS30,ao-the-ridge,3.0,1stf,Pull-up,Donner,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U03SX99V3PU,ao-the-ridge,3.0,1stf,Meta,Dancer,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U03U8N4P5G8,ao-the-ridge,3.0,1stf,Flo,Comet,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U04H3PWJN5A,ao-the-ridge,3.0,1stf,Juanita,Dasher,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U05GFSH6BC2,ao-the-ridge,3.0,1stf,Ink Jet,Dasher,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U05LL7ESE79,ao-the-ridge,3.0,1stf,Cutler,Vixen,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U05TUKL5N87,ao-the-ridge,3.0,1stf,Zimmer,Rudolph,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U07CY9BC4UV,ao-the-ridge,3.0,1stf,Hydrant,Comet,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U087CHQLZ7B,ao-the-ridge,3.0,1stf,Scratch and Dent,Prancer,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U08QBC4F5C3,ao-the-ridge,3.0,1stf,Fish Tape,Olive,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U05QD3D6ZK7,ao-the-colosseum,3.0,1stf,Caboose,Blitzen,0.0
2025-07-15,1,C02B4U0M71N,U07CY9BC4UV,U017QPPJVJ5,ao-the-ridge,3.0,1stf,Bob Villa,Comet,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U056VUVJ63D,ao-the-colosseum,3.0,1stf,Napster,Blitzen,0.0
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U017G126ESY,ao-dmz,3.0,1stf,Elway F3 Naperville,Prancer,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U01E40PTNFJ,ao-the-colosseum,3.0,1stf,Bunker,Vixen,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U03FQ2U8UJK,ao-the-colosseum,3.0,1stf,Mapquest,Dancer,0.0
2025-07-15,1,C08TMRRJYV7,U051330RY2J,U03TX17L7AQ,ao-black-rock,3.0,1stf,Foreclosure,Blitzen,0.0
2025-07-15,1,C08TMRRJYV7,U051330RY2J,U04U8EGCQS1,ao-black-rock,3.0,1stf,Manhole,Olive,0.0
2025-07-15,1,C08TMRRJYV7,U051330RY2J,U051330RY2J,ao-black-rock,3.0,1stf,Depends (3rdF Q),Cupid,0.0
2025-07-15,1,C08TMRRJYV7,U051330RY2J,U08U4PQV3DJ,ao-black-rock,3.0,1stf,Phoenix,Vixen,0.0
2025-07-15,1,C02DNLUQN9Y,U05ULCL3806,U03765UPB8C,ao-black-diamond,4.0,1stf,Chum Bucket,Prancer,0.0
2025-07-15,1,C02DNLUQN9Y,U05ULCL3806,U06A1RN2DQF,ao-black-diamond,4.0,1stf,Hank Hill,Dasher,0.0
2025-07-15,1,C02DNLUQN9Y,U05ULCL3806,U06K8PKQGA1,ao-black-diamond,4.0,1stf,Duck Hunt,Dasher,0.0
2025-07-15,1,C02DNLUQN9Y,U05ULCL3806,U073J179LHM,ao-black-diamond,4.0,1stf,Sizzler,Prancer,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U03DP9WRXJN,ao-el-coyote,3.0,1stf,Backstreet,Rudolph,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U03SX99V3PU,ao-el-coyote,3.0,1stf,Meta,Dancer,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U04U8EGCQS1,ao-el-coyote,3.0,1stf,Manhole,Olive,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U051330RY2J,ao-el-coyote,3.0,1stf,Depends (3rdF Q),Cupid,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U06A1RN2DQF,ao-el-coyote,3.0,1stf,Hank Hill,Dasher,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U06GZ8ECZC5,ao-el-coyote,3.0,1stf,Boomer,Rudolph,0.0
2025-07-15,1,C02DNLUQN9Y,U05ULCL3806,U05ULCL3806,ao-black-diamond,4.0,1stf,Mr. Kotter,Prancer,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U06H3QB4KMY,ao-el-coyote,3.0,1stf,Mahomes,Blitzen,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U06GZE2D66R,ao-el-coyote,3.0,1stf,Sparky,Donner,0.0
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U0194BS66MQ,ao-the-colosseum,3.0,1stf,Binford,Cupid,0.0
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U074T16JBDX,ao-dmz,3.0,1stf,Deliverance,Olive,0.0
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U06M707AQBA,ao-dmz,3.0,1stf,Bulldog (F3 Naperville),Unknown Team,
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U047GFQH4HL,ao-dmz,3.0,1stf,Bronco,Dasher,0.0
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U040R8S1N6P,ao-dmz,3.0,1stf,Dilbert,Vixen,0.0
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U06LHSCT28K,ao-dmz,3.0,1stf,2 Hand Touch (F3 Naperville Nant’an),Unknown Team,
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U017LMBBP1S,ao-dmz,3.0,1stf,Fargo (Naperville),Unknown Team,
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U017HR8TZPW,ao-dmz,3.0,1stf,Urkel,Unknown Team,
2025-07-15,1,C02AC8PS1T7,U070Z12249H,U019MT194E7,ao-the-colosseum,3.0,1stf,Jellystone,Dancer,0.0
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U09699HEA4E,ao-el-coyote,3.0,1stf,FLYER,Unknown Team,
2025-07-15,1,C06SUFPUNTZ,U06A1RN2DQF,U095K6T98P9,ao-el-coyote,3.0,1stf,Intern,Unknown Team,
2025-07-15,1,C059PJF5NTU,U06LHSCT28K,U033NGNJRAS,ao-dmz,3.0,1stf,Shirley Temple,Unknown Team,
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U02KN9HUSE6,ao-the-colosseum,3.0,1stf,Soft Hands,Dasher,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U08TBP91GBZ,ao-the-colosseum,3.0,1stf,Go Daddy,Prancer,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U05C8DP6YS0,ao-the-colosseum,3.0,1stf,Algorithm,Cupid,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U05GG5NR7KM,ao-the-colosseum,3.0,1stf,Pee Wee Herman,Dasher,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U05QD3D6ZK7,ao-the-colosseum,3.0,1stf,Caboose,Blitzen,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U05UDL3EVGR,ao-the-colosseum,3.0,1stf,Peashooter,Comet,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U06A1RN2DQF,ao-the-colosseum,3.0,1stf,Hank Hill,Dasher,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U08U4PQV3DJ,ao-the-colosseum,3.0,1stf,Phoenix,Vixen,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U080FGLKUH5,ao-the-silo,3.0,1stf,Hodl,Olive,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U095MNVG2R5,ao-the-colosseum,3.0,1stf,Kidney Beans,Unknown Team,
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U04RBT6T8RJ,ao-the-silo,3.0,1stf,Old Maid,Rudolph,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U056VUVJ63D,ao-the-silo,3.0,1stf,Napster,Blitzen,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U05FDSP0YD7,ao-the-silo,3.0,1stf,Peterbilt,Cupid,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U070NTWF7G8,ao-the-silo,3.0,1stf,Foghorn,Comet,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U087CHQLZ7B,ao-the-silo,3.0,1stf,Scratch and Dent,Prancer,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U08RER38J8M,ao-the-silo,3.0,1stf,BeSt in ShOw,Rudolph,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U019MT194E7,ao-the-colosseum,3.0,1stf,Jellystone,Dancer,0.0
2025-07-16,1,C04P7LRFBTM,U080FGLKUH5,U08RFHRKC5P,ao-the-silo,3.0,1stf,Alter boy,Dancer,0.0
2025-07-16,1,C02AC8PS1T7,U05QD3D6ZK7,U095K6T98P9,ao-the-colosseum,3.0,1stf,Intern,Unknown Team,
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U091UQXBKJP,ao-ravens-nest,3.0,1stf,Sapsucker (F3 Naperville),Unknown Team,
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U05LL7ESE79,ao-ravens-nest,3.0,1stf,Cutler,Vixen,0.0
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U06J6PKRU0P,ao-ravens-nest,3.0,1stf,Sweet Honey (F3 Naperville),Unknown Team,
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U077RQMTNG3,ao-ravens-nest,3.0,1stf,Celine Dion,Comet,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U016TRPRHKL,ao-the-ridge,3.0,1stf,Den Mother,Dasher,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U016V6KHM36,ao-the-ridge,3.0,1stf,Dilly Dilly,Prancer,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U016ZUU67BN,ao-the-ridge,3.0,1stf,5-Putt,Dancer,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U018377K57S,ao-the-ridge,3.0,1stf,Spirit,Cupid,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U0186PNUG3T,ao-the-ridge,3.0,1stf,Hackman,Donner,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U02A96W697X,ao-the-ridge,3.0,1stf,Dauber,Donner,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U040Y3RQPNJ,ao-the-ridge,3.0,1stf,Six Sheets,Rudolph,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U04H6HMNPH9,ao-the-ridge,3.0,1stf,Cinderella,Donner,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U017HR8U5RS,ao-the-ridge,3.0,1stf,SkidMark,Vixen,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U05ULCL3806,ao-the-ridge,3.0,1stf,Mr. Kotter,Prancer,0.0
2025-07-16,1,C02B4U0M71N,U016ZUU67BN,U07LY4K586M,ao-the-ridge,3.0,1stf,Moist,Rudolph,0.0
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U03765UPB8C,ao-ravens-nest,3.0,1stf,Chum Bucket,Prancer,0.0
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U03KV19V5JS,ao-ravens-nest,3.0,1stf,Cowbell,Vixen,0.0
2025-07-16,1,C06FH4FCF5Y,U03TX17L7AQ,U03SX99V3PU,ao-ravens-nest,3.0,1stf,Meta,Dancer,0.0
